Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Father's Name,Mother's Name,Mother's Maiden Name,Date of Birth,Time of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Quarter of Joining,Half of Joining,Year of Joining,Month of Joining,Month Name of Joining,Short Month,Day of Joining,DOW of Joining,Short DOW,Age in Company (Years),Salary,Last % Hike,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,User Name,Password
900153,Ms.,David,X,Johnson,M,david.johnson153@outlook.com,Father Johnson,Mother Johnson,Maiden153,02/16/1969,03:09:30 AM,57.5,62,5/4/2018,Q2,H1,2018,5,May,May,4,Friday,Fri,8.29,117454,18%,900-75-2522,240-512-7868,San Diego,San Diego,San Diego,CA,92101,West,djohnson153,Pw153!xA9#
900154,Ms.,Jessica,Y,Taylor,F,jessica.taylor154@yahoo.com,Father Taylor,Mother Taylor,Maiden154,08/12/1975,11:12:01 AM,51.01,78,8/27/2015,Q3,H2,2015,8,August,Aug,27,Thursday,Thu,10.97,122748,6%,163-50-4281,252-989-7574,Boston,Suffolk,Boston,MA,2108,Northeast,jtaylor154,Pw154!xA9#
900155,Ms.,Thomas,Z,Wilson,M,thomas.wilson155@gmail.com,Father Wilson,Mother Wilson,Maiden155,11/23/1971,10:15:58 AM,54.73,64,5/24/2017,Q2,H1,2017,5,May,May,24,Wednesday,Wed,9.23,128726,9%,871-89-3748,328-784-8339,Philadelphia,Philadelphia,Philadelphia,PA,19103,Northeast,twilson155,Pw155!xA9#
900156,Mr.,Rachel,A,Smith,F,rachel.smith156@yahoo.com,Father Smith,Mother Smith,Maiden156,10/07/1981,09:32:38 AM,44.86,45,9/21/2017,Q3,H2,2017,9,September,Sep,21,Thursday,Thu,8.9,121446,28%,481-67-2933,755-999-7757,New York,New York,New York,NY,10001,Northeast,rsmith156,Pw156!xA9#
900157,Ms.,Daniel,B,Miller,M,daniel.miller157@walmart.com,Father Miller,Mother Miller,Maiden157,04/08/1985,01:17:04 AM,41.36,48,1/23/2016,Q1,H1,2016,1,January,Jan,23,Saturday,Sat,10.57,88112,18%,243-21-7932,548-306-3051,Kansas City,Wyandotte,Kansas City,KS,66101,Midwest,dmiller157,Pw157!xA9#
900158,Mrs.,Amanda,C,Miller,F,amanda.miller158@gmail.com,Father Miller,Mother Miller,Maiden158,03/14/1975,11:46:45 AM,51.43,100,5/10/2019,Q2,H1,2019,5,May,May,10,Friday,Fri,7.27,89631,21%,999-97-3769,881-847-2757,Wichita,Sedgwick,Wichita,KS,67202,Midwest,amiller158,Pw158!xA9#
900159,Ms.,Nathaniel,D,Davis,M,nathaniel.davis159@outlook.com,Father Davis,Mother Davis,Maiden159,09/06/1972,06:07:27 AM,53.94,52,7/7/2012,Q3,H2,2012,7,July,Jul,7,Saturday,Sat,14.11,121599,11%,552-92-4308,368-718-3650,New York,New York,New York,NY,10001,Northeast,ndavis159,Pw159!xA9#
900160,Mr.,Briana,E,Thomas,F,briana.thomas160@gmail.com,Father Thomas,Mother Thomas,Maiden160,07/10/1986,02:08:40 AM,40.1,61,1/26/2012,Q1,H1,2012,1,January,Jan,26,Thursday,Thu,14.56,117660,14%,785-37-4637,513-755-5902,Los Angeles,Los Angeles,Los Angeles,CA,90001,West,bthomas160,Pw160!xA9#
900161,Mr.,Charles,F,Miller,M,charles.miller161@walmart.com,Father Miller,Mother Miller,Maiden161,08/27/1984,07:02:29 AM,41.97,58,9/28/2016,Q3,H2,2016,9,September,Sep,28,Wednesday,Wed,9.88,104958,22%,417-97-2078,897-904-1342,Lexington,Fayette,Lexington,KY,40501,South,cmiller161,Pw161!xA9#
900162,Mr.,Emily,G,Wilson,F,emily.wilson162@gmail.com,Father Wilson,Mother Wilson,Maiden162,04/13/1955,03:43:24 AM,71.35,72,1/4/2007,Q1,H1,2007,1,January,Jan,4,Thursday,Thu,19.62,109616,10%,734-13-1336,253-707-2959,Los Angeles,Los Angeles,Los Angeles,CA,90001,West,ewilson162,Pw162!xA9#
900163,Mr.,William,H,Miller,M,william.miller163@gmail.com,Father Miller,Mother Miller,Maiden163,09/22/1968,07:42:56 AM,57.9,69,1/15/2020,Q1,H1,2020,1,January,Jan,15,Wednesday,Wed,6.59,111642,11%,824-21-7965,489-357-9345,Seattle,King,Seattle,WA,98101,West,wmiller163,Pw163!xA9#
900164,Mrs.,Jennifer,I,Wilson,F,jennifer.wilson164@yahoo.com,Father Wilson,Mother Wilson,Maiden164,12/19/1985,01:04:01 AM,40.66,66,6/26/2014,Q2,H1,2014,6,June,Jun,26,Thursday,Thu,12.14,126438,18%,846-39-1224,758-911-2602,Boston,Suffolk,Boston,MA,2108,Northeast,jwilson164,Pw164!xA9#
900165,Ms.,Daniel,J,Smith,M,daniel.smith165@gmail.com,Father Smith,Mother Smith,Maiden165,08/23/1974,02:24:00 AM,51.98,59,9/2/2017,Q3,H2,2017,9,September,Sep,2,Saturday,Sat,8.96,96870,12%,345-43-7578,863-471-6476,Lexington,Fayette,Lexington,KY,40501,South,dsmith165,Pw165!xA9#
900166,Prof.,Amanda,K,White,F,amanda.white166@outlook.com,Father White,Mother White,Maiden166,11/06/1976,11:38:55 AM,49.78,69,9/23/2017,Q3,H2,2017,9,September,Sep,23,Saturday,Sat,8.9,126708,24%,715-67-1126,362-597-3833,Dallas,Dallas,Dallas,TX,75201,South,awhite166,Pw166!xA9#
900167,Ms.,Nathaniel,L,Miller,M,nathaniel.miller167@gmail.com,Father Miller,Mother Miller,Maiden167,10/09/1979,01:43:13 AM,46.86,82,10/23/2013,Q4,H2,2013,10,October,Oct,23,Wednesday,Wed,12.82,89705,8%,748-38-2681,981-530-6712,Chicago,Cook,Chicago,IL,60601,Midwest,nmiller167,Pw167!xA9#
900168,Ms.,Estella,M,Davis,F,estella.davis168@yahoo.com,Father Davis,Mother Davis,Maiden168,04/12/1965,04:11:02 AM,61.35,76,8/14/2012,Q3,H2,2012,8,August,Aug,14,Tuesday,Tue,14.01,81765,12%,980-95-4104,617-836-7749,Kansas City,Wyandotte,Kansas City,KS,66101,Midwest,edavis168,Pw168!xA9#
900169,Mrs.,Matthew,N,Thomas,M,matthew.thomas169@walmart.com,Father Thomas,Mother Thomas,Maiden169,04/22/1983,09:31:48 AM,43.32,48,4/18/2017,Q2,H1,2017,4,April,Apr,18,Tuesday,Tue,9.33,88077,25%,274-46-8620,526-352-3068,Kansas City,Wyandotte,Kansas City,KS,66101,Midwest,mthomas169,Pw169!xA9#
900170,Ms.,Emily,O,Smith,F,emily.smith170@gmail.com,Father Smith,Mother Smith,Maiden170,01/03/1971,04:34:04 AM,55.62,47,8/10/2013,Q3,H2,2013,8,August,Aug,10,Saturday,Sat,13.02,127551,11%,869-44-3848,926-568-7708,New York,New York,New York,NY,10001,Northeast,esmith170,Pw170!xA9#
900171,Ms.,William,P,Brown,M,william.brown171@walmart.com,Father Brown,Mother Brown,Maiden171,01/25/1988,07:19:47 AM,38.56,48,5/24/2016,Q2,H1,2016,5,May,May,24,Tuesday,Tue,10.23,132896,19%,385-73-2614,382-889-5607,Boston,Suffolk,Boston,MA,2108,Northeast,wbrown171,Pw171!xA9#
900172,Dr.,Briana,Q,Brown,F,briana.brown172@gmail.com,Father Brown,Mother Brown,Maiden172,12/22/1983,07:20:05 AM,42.65,47,12/11/2013,Q4,H2,2013,12,December,Dec,11,Wednesday,Wed,12.68,168031,11%,898-35-4284,578-499-3384,Philadelphia,Philadelphia,Philadelphia,PA,19103,Northeast,bbrown172,Pw172!xA9#
900173,Ms.,Robert,R,Johnson,M,robert.johnson173@yahoo.com,Father Johnson,Mother Johnson,Maiden173,07/04/1965,12:45:28 AM,61.12,76,3/3/2017,Q1,H1,2017,3,March,Mar,3,Friday,Fri,9.46,94622,7%,692-64-5714,260-914-8304,Detroit,Wayne,Detroit,MI,48201,Midwest,rjohnson173,Pw173!xA9#
900174,Ms.,Shawna,S,Anderson,F,shawna.anderson174@yahoo.com,Father Anderson,Mother Anderson,Maiden174,02/22/1965,08:19:04 AM,61.48,80,5/24/2013,Q2,H1,2013,5,May,May,24,Friday,Fri,13.23,134751,10%,573-36-8348,562-359-6277,New York,New York,New York,NY,10001,Northeast,sanderson174,Pw174!xA9#
900175,Mrs.,Daniel,T,Miller,M,daniel.miller175@gmail.com,Father Miller,Mother Miller,Maiden175,12/26/1988,11:18:21 AM,37.64,63,3/14/2014,Q1,H1,2014,3,March,Mar,14,Friday,Fri,12.43,127617,7%,284-49-1715,490-616-4866,Philadelphia,Philadelphia,Philadelphia,PA,19103,Northeast,dmiller175,Pw175!xA9#
900176,Mr.,Emily,U,Thomas,F,emily.thomas176@gmail.com,Father Thomas,Mother Thomas,Maiden176,03/31/1959,12:52:24 AM,67.38,49,3/6/2012,Q1,H1,2012,3,March,Mar,6,Tuesday,Tue,14.45,94880,28%,737-93-4425,618-371-2895,Chicago,Cook,Chicago,IL,60601,Midwest,ethomas176,Pw176!xA9#
900177,Mr.,Nathaniel,V,Moore,M,nathaniel.moore177@gmail.com,Father Moore,Mother Moore,Maiden177,10/07/1965,07:18:38 AM,60.86,70,6/13/2008,Q2,H1,2008,6,June,Jun,13,Friday,Fri,18.18,96612,19%,396-42-8960,399-682-6792,Lexington,Fayette,Lexington,KY,40501,South,nmoore177,Pw177!xA9#
900178,Mr.,Shawna,W,Anderson,F,shawna.anderson178@yahoo.com,Father Anderson,Mother Anderson,Maiden178,11/24/1956,04:18:36 AM,69.73,85,5/1/2005,Q2,H1,2005,5,May,May,1,Sunday,Sun,21.3,88707,24%,669-54-8447,238-777-5416,Chicago,Cook,Chicago,IL,60601,Midwest,sanderson178,Pw178!xA9#
900179,Mr.,Thomas,X,Moore,M,thomas.moore179@gmail.com,Father Moore,Mother Moore,Maiden179,12/23/1962,08:59:31 AM,63.65,49,5/26/2011,Q2,H1,2011,5,May,May,26,Thursday,Thu,15.23,112277,15%,161-34-2243,394-703-1216,Seattle,King,Seattle,WA,98101,West,tmoore179,Pw179!xA9#
900180,Mr.,Shawna,Y,Wilson,F,shawna.wilson180@yahoo.com,Father Wilson,Mother Wilson,Maiden180,04/28/1959,07:37:48 AM,67.3,61,9/8/2013,Q3,H2,2013,9,September,Sep,8,Sunday,Sun,12.94,115034,19%,794-96-2489,397-349-9328,Seattle,King,Seattle,WA,98101,West,swilson180,Pw180!xA9#
900181,Ms.,David,Z,White,M,david.white181@walmart.com,Father White,Mother White,Maiden181,05/16/1966,04:52:11 AM,60.25,66,10/25/2017,Q4,H2,2017,10,October,Oct,25,Wednesday,Wed,8.81,89485,28%,414-58-9595,383-690-1814,Kansas City,Wyandotte,Kansas City,KS,66101,Midwest,dwhite181,Pw181!xA9#
900182,Ms.,Jennifer,A,Thomas,F,jennifer.thomas182@yahoo.com,Father Thomas,Mother Thomas,Maiden182,05/10/1995,11:15:01 AM,31.27,72,1/2/2018,Q1,H1,2018,1,January,Jan,2,Tuesday,Tue,8.62,113125,14%,218-36-7759,237-251-2403,Seattle,King,Seattle,WA,98101,West,jthomas182,Pw182!xA9#
900183,Dr.,Robert,B,Wilson,M,robert.wilson183@yahoo.com,Father Wilson,Mother Wilson,Maiden183,08/12/1954,06:29:33 AM,72.01,64,9/16/2006,Q3,H2,2006,9,September,Sep,16,Saturday,Sat,19.92,134278,17%,216-80-4933,577-885-9295,Kansas City,Wyandotte,Kansas City,KS,66101,Midwest,rwilson183,Pw183!xA9#
900184,Mrs.,Shawna,C,Smith,F,shawna.smith184@gmail.com,Father Smith,Mother Smith,Maiden184,07/22/1964,06:00:36 AM,62.07,84,8/6/2011,Q3,H2,2011,8,August,Aug,6,Saturday,Sat,15.03,97743,13%,305-10-3459,499-224-9091,Lexington,Fayette,Lexington,KY,40501,South,ssmith184,Pw184!xA9#
900185,Hon.,William,D,Smith,M,william.smith185@gmail.com,Father Smith,Mother Smith,Maiden185,09/27/1990,11:31:52 AM,35.89,100,8/21/2015,Q3,H2,2015,8,August,Aug,21,Friday,Fri,10.99,81672,22%,376-96-2078,318-400-2709,Wichita,Sedgwick,Wichita,KS,67202,Midwest,wsmith185,Pw185!xA9#
900186,Mr.,Jennifer,E,Anderson,F,jennifer.anderson186@gmail.com,Father Anderson,Mother Anderson,Maiden186,08/08/1981,04:34:43 AM,45.02,51,12/7/2012,Q4,H2,2012,12,December,Dec,7,Friday,Fri,13.69,99796,11%,652-70-8088,785-982-2665,Houston,Harris,Houston,TX,77002,South,janderson186,Pw186!xA9#
900187,Ms.,Nathaniel,F,Thomas,M,nathaniel.thomas187@yahoo.com,Father Thomas,Mother Thomas,Maiden187,06/25/1973,08:42:04 AM,53.14,100,3/24/2019,Q1,H1,2019,3,March,Mar,24,Sunday,Sun,7.4,80250,8%,835-73-8195,791-749-3855,Wichita,Sedgwick,Wichita,KS,67202,Midwest,nthomas187,Pw187!xA9#
900188,Ms.,Briana,G,Moore,F,briana.moore188@outlook.com,Father Moore,Mother Moore,Maiden188,12/22/1988,08:07:41 AM,37.65,100,5/9/2015,Q2,H1,2015,5,May,May,9,Saturday,Sat,11.27,90045,27%,849-70-1193,284-536-5563,Wichita,Sedgwick,Wichita,KS,67202,Midwest,bmoore188,Pw188!xA9#
900189,Ms.,David,H,Taylor,M,david.taylor189@yahoo.com,Father Taylor,Mother Taylor,Maiden189,09/09/1985,05:15:48 AM,40.94,51,3/28/2015,Q1,H1,2015,3,March,Mar,28,Saturday,Sat,11.39,102278,10%,347-89-8394,420-631-6044,Houston,Harris,Houston,TX,77002,South,dtaylor189,Pw189!xA9#
900190,Mr.,Elisabeth,I,Miller,F,elisabeth.miller190@yahoo.com,Father Miller,Mother Miller,Maiden190,12/09/1985,05:48:55 AM,40.69,73,8/22/2010,Q3,H2,2010,8,August,Aug,22,Sunday,Sun,15.99,104323,21%,440-45-7840,349-337-8586,Atlanta,Fulton,Atlanta,GA,30303,South,emiller190,Pw190!xA9#
900191,Mr.,Daniel,J,Brown,M,daniel.brown191@gmail.com,Father Brown,Mother Brown,Maiden191,01/20/1973,09:16:02 AM,53.57,82,1/24/2017,Q1,H1,2017,1,January,Jan,24,Tuesday,Tue,9.56,131821,14%,847-33-8376,348-901-1957,Philadelphia,Philadelphia,Philadelphia,PA,19103,Northeast,dbrown191,Pw191!xA9#
900192,Dr.,Briana,K,Wilson,F,briana.wilson192@gmail.com,Father Wilson,Mother Wilson,Maiden192,08/12/1970,11:23:39 AM,56.01,54,10/5/2013,Q4,H2,2013,10,October,Oct,5,Saturday,Sat,12.87,139496,22%,571-77-9117,524-293-1718,Detroit,Wayne,Detroit,MI,48201,Midwest,bwilson192,Pw192!xA9#
900193,Dr.,Nathaniel,L,Wilson,M,nathaniel.wilson193@yahoo.com,Father Wilson,Mother Wilson,Maiden193,01/26/1993,08:20:27 AM,33.56,69,8/1/2019,Q3,H2,2019,8,August,Aug,1,Thursday,Thu,7.04,161309,21%,964-84-1448,638-906-9061,Phoenix,Maricopa,Phoenix,AZ,85001,West,nwilson193,Pw193!xA9#
900194,Ms.,Emily,M,Miller,F,emily.miller194@outlook.com,Father Miller,Mother Miller,Maiden194,04/15/1971,03:33:09 AM,55.34,85,7/18/2007,Q3,H2,2007,7,July,Jul,18,Wednesday,Wed,19.08,109979,30%,202-77-9801,503-476-6811,Seattle,King,Seattle,WA,98101,West,emiller194,Pw194!xA9#
900195,Prof.,Matthew,N,Wilson,M,matthew.wilson195@yahoo.com,Father Wilson,Mother Wilson,Maiden195,08/28/1982,05:28:24 AM,43.97,76,2/18/2020,Q1,H1,2020,2,February,Feb,18,Tuesday,Tue,6.49,130373,8%,716-66-2153,564-900-1720,San Diego,San Diego,San Diego,CA,92101,West,mwilson195,Pw195!xA9#
900196,Ms.,Estella,O,Anderson,F,estella.anderson196@yahoo.com,Father Anderson,Mother Anderson,Maiden196,08/05/1960,03:48:10 AM,66.03,53,7/18/2005,Q3,H2,2005,7,July,Jul,18,Monday,Mon,21.08,118840,24%,498-69-8816,658-927-9053,San Diego,San Diego,San Diego,CA,92101,West,eanderson196,Pw196!xA9#
900197,Ms.,Daniel,P,Taylor,M,daniel.taylor197@yahoo.com,Father Taylor,Mother Taylor,Maiden197,02/16/1968,06:28:40 AM,58.5,60,1/18/2014,Q1,H1,2014,1,January,Jan,18,Saturday,Sat,12.58,83912,17%,360-79-5696,869-670-1211,Chicago,Cook,Chicago,IL,60601,Midwest,dtaylor197,Pw197!xA9#
900198,Prof.,Jennifer,Q,Jackson,F,jennifer.jackson198@gmail.com,Father Jackson,Mother Jackson,Maiden198,04/10/1969,04:36:53 AM,57.35,72,1/13/2014,Q1,H1,2014,1,January,Jan,13,Monday,Mon,12.59,111201,15%,993-17-7265,782-959-6425,Kansas City,Wyandotte,Kansas City,KS,66101,Midwest,jjackson198,Pw198!xA9#
900199,Dr.,Charles,R,Moore,M,charles.moore199@yahoo.com,Father Moore,Mother Moore,Maiden199,12/26/1984,05:04:46 AM,41.64,46,4/6/2014,Q2,H1,2014,4,April,Apr,6,Sunday,Sun,12.36,149062,11%,233-13-7591,480-832-3051,Atlanta,Fulton,Atlanta,GA,30303,South,cmoore199,Pw199!xA9#
900200,Mr.,Sarah,S,Davis,F,sarah.davis200@walmart.com,Father Davis,Mother Davis,Maiden200,10/30/1957,09:36:16 AM,68.8,54,7/3/2012,Q3,H2,2012,7,July,Jul,3,Tuesday,Tue,14.12,117913,23%,757-20-1145,813-627-5398,Los Angeles,Los Angeles,Los Angeles,CA,90001,West,sdavis200,Pw200!xA9#
900201,Mr.,Daniel,T,Jackson,M,daniel.jackson201@outlook.com,Father Jackson,Mother Jackson,Maiden201,05/19/1975,12:59:18 AM,51.25,82,2/22/2008,Q1,H1,2008,2,February,Feb,22,Friday,Fri,18.48,90663,23%,352-27-5188,289-356-3890,Detroit,Wayne,Detroit,MI,48201,Midwest,djackson201,Pw201!xA9#
900202,Mrs.,Shawna,U,Brown,F,shawna.brown202@yahoo.com,Father Brown,Mother Brown,Maiden202,10/10/1981,12:23:58 AM,44.85,78,2/25/2008,Q1,H1,2008,2,February,Feb,25,Monday,Mon,18.48,133337,10%,645-90-3694,566-223-9988,Philadelphia,Philadelphia,Philadelphia,PA,19103,Northeast,sbrown202,Pw202!xA9#
900203,Mr.,Daniel,V,Jackson,M,daniel.jackson203@yahoo.com,Father Jackson,Mother Jackson,Maiden203,06/20/1962,07:52:23 AM,64.16,73,3/4/2011,Q1,H1,2011,3,March,Mar,4,Friday,Fri,15.46,108627,24%,201-66-8649,307-884-4368,San Diego,San Diego,San Diego,CA,92101,West,djackson203,Pw203!xA9#
900204,Mr.,Estella,W,Brown,F,estella.brown204@outlook.com,Father Brown,Mother Brown,Maiden204,03/20/1964,07:51:59 AM,62.41,69,4/13/2018,Q2,H1,2018,4,April,Apr,13,Friday,Fri,8.34,108986,18%,813-41-3511,404-415-6916,San Diego,San Diego,San Diego,CA,92101,West,ebrown204,Pw204!xA9#
900205,Mrs.,Nathaniel,X,Johnson,M,nathaniel.johnson205@outlook.com,Father Johnson,Mother Johnson,Maiden205,12/26/1987,09:13:35 AM,38.64,74,1/12/2018,Q1,H1,2018,1,January,Jan,12,Friday,Fri,8.59,83750,21%,670-75-2607,675-686-5386,Kansas City,Wyandotte,Kansas City,KS,66101,Midwest,njohnson205,Pw205!xA9#
